PET_T1ToD,Anxious_Temperament_Time1ToD_clust_pos_1,Anxious_Temperament_Time1ToD_clust_pos_2,Anxious_Temperament_Time1ToD_clust_pos_3,Anxious_Temperament_Time1ToD_clust_pos_4,Anxious_Temperament_Time1ToD_clust_pos_5,Anxious_Temperament_Time1ToD_clust_pos_6,Anxious_Temperament_Time1ToD_clust_pos_7,Anxious_Temperament_Time1ToD_clust_pos_8,Anxious_Temperament_Time1ToD_clust_pos_9,Anxious_Temperament_Time1ToD_clust_pos_10,Anxious_Temperament_Time1ToD_clust_pos_11,Anxious_Temperament_Time1ToD_clust_pos_12,Anxious_Temperament_Time1ToD_clust_pos_13,Anxious_Temperament_Time1ToD_clust_pos_14,Anxious_Temperament_Time1ToD_clust_pos_15,Anxious_Temperament_Time1ToD_clust_pos_16,Anxious_Temperament_Time1ToD_clust_pos_17,Anxious_Temperament_Time1ToD_clust_pos_18,Anxious_Temperament_Time1ToD_clust_pos_19,Anxious_Temperament_Time1ToD_clust_pos_20,Anxious_Temperament_Time1ToD_clust_pos_21,Anxious_Temperament_Time1ToD_clust_pos_22,Anxious_Temperament_Time1ToD_clust_pos_23,Anxious_Temperament_Time1ToD_clust_pos_24,Anxious_Temperament_Time1ToD_clust_pos_25,Anxious_Temperament_Time1ToD_clust_pos_26,Anxious_Temperament_Time1ToD_clust_pos_27,Anxious_Temperament_Time1ToD_clust_pos_28,Anxious_Temperament_Time1ToD_clust_pos_29,Anxious_Temperament_Time1ToD_clust_pos_30,Anxious_Temperament_Time1ToD_clust_pos_31,Anxious_Temperament_Time1ToD_clust_pos_32,Anxious_Temperament_Time1ToD_clust_pos_33,Anxious_Temperament_Time1ToD_clust_pos_34,Anxious_Temperament_Time1ToD_clust_pos_35,Anxious_Temperament_Time1ToD_clust_pos_36,Anxious_Temperament_Time1ToD_clust_pos_37,Anxious_Temperament_Time1ToD_clust_pos_38,Anxious_Temperament_Time1ToD_clust_pos_39,Anxious_Temperament_Time1ToD_clust_pos_40,Anxious_Temperament_Time1ToD_clust_pos_41,Anxious_Temperament_Time1ToD_clust_pos_42,Anxious_Temperament_Time1ToD_clust_pos_43,Anxious_Temperament_Time1ToD_clust_pos_44,Anxious_Temperament_Time1ToD_clust_pos_45,Anxious_Temperament_Time1ToD_clust_pos_46,Anxious_Temperament_Time1ToD_clust_neg_1,Anxious_Temperament_Time1ToD_clust_neg_2,Anxious_Temperament_Time1ToD_clust_neg_3,Anxious_Temperament_Time1ToD_clust_neg_4,Anxious_Temperament_Time1ToD_clust_neg_5,Anxious_Temperament_Time1ToD_clust_neg_6,Anxious_Temperament_Time1ToD_clust_neg_7,Anxious_Temperament_Time1ToD_clust_neg_8,Anxious_Temperament_Time1ToD_clust_neg_9,Anxious_Temperament_Time1ToD_clust_neg_10,Anxious_Temperament_Time1ToD_clust_neg_11,Anxious_Temperament_Time1ToD_clust_neg_12,Anxious_Temperament_Time1ToD_clust_neg_13,Anxious_Temperament_Time1ToD_clust_neg_14,Anxious_Temperament_Time1ToD_clust_neg_15
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_313_393_avg_blur2.nii,5.3533,5.5187,5.2346,5.2033,4.3718,5.5342,5.1315,5.0165,4.2919,5.4451,5.1327,5.1461,4.9811,4.9069,4.313,3.8429,4.7163,5.5491,4.8928,4.3027,4.2868,4.7525,3.8398,4.9737,4.8664,5.9335,5.1617,6.0471,3.999,4.7102,4.4658,4.6541,4.6342,4.8229,5.498,4.5843,3.9811,5.5555,4.0051,5.7972,4.8497,5.5603,4.2372,4.9593,4.7018,4.9993,5.5715,5.0039,4.7448,6.0365,4.7608,5.1859,3.6591,4.4665,5.3234,5.0118,5.756,5.2712,5.208,4.5949,3.2163
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_316_387_avg_blur2.nii,5.3114,5.5504,5.1665,5.1808,4.5825,5.4421,5.2002,5.0886,4.4277,5.3511,5.1828,4.9747,5.1082,4.8517,4.6003,4.1278,5.018,5.4355,5.0293,4.5631,4.624,4.9209,4.2006,4.8574,4.7932,5.5517,5.0396,5.7396,4.4603,4.9534,4.5555,4.7027,4.9017,4.9027,5.5196,4.6722,4.1848,5.4761,4.155,5.871,4.9349,5.2482,4.3326,4.8522,4.8258,5.0363,5.3385,4.8416,4.8302,5.6027,4.6209,5.0955,3.9945,4.54,4.9125,4.7914,5.4793,4.9759,5.2512,5.0069,3.5139
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_317_399_avg_blur2.nii,5.3061,5.6118,5.2331,5.0189,4.3489,5.6337,4.9299,4.9901,4.2835,5.2471,4.8377,4.9754,4.8568,4.7714,4.1546,3.8523,4.5566,5.2559,4.916,4.1779,4.077,4.808,3.8797,4.8086,4.824,5.7048,4.9154,6.0435,3.9833,4.6049,4.1528,4.5823,4.3104,5.0664,5.4137,4.5161,4.0461,5.1336,4.0096,5.8935,5.5385,5.425,4.4534,5.077,4.6854,4.6743,5.4011,5.0757,4.6759,5.8976,4.9187,5.2221,3.7156,4.8843,5.1236,5.2801,5.6442,4.9657,5.1974,4.8173,3.1848
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_321_396_avg_blur2.nii,5.2722,5.6098,5.172,5.0964,4.3928,5.7659,5.0052,5.0186,4.3219,5.1943,4.9344,4.985,5.0784,4.8892,4.3476,3.9597,4.7452,5.2747,5.1345,4.3116,4.1458,4.9694,3.9362,4.6328,5.0247,5.6832,5.082,5.9303,3.9017,4.8172,4.4052,4.6722,4.6964,5.1467,5.3342,4.6655,4.098,5.5061,4.0699,6.0738,5.1946,5.0032,4.4229,5.1208,4.7726,4.8134,5.3034,4.7744,4.7275,5.7429,4.7425,5.2508,3.8646,4.5458,5.0433,5.25,5.5772,4.9597,5.0491,4.8111,3.3243
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_324_395_avg_blur2.nii,5.5242,5.8163,5.4573,5.1374,4.4186,5.8033,5.0499,4.8868,4.1482,5.2992,4.8911,5.0699,4.9865,4.8794,4.4717,3.8803,4.7614,5.4065,5.033,4.3476,4.0032,4.9654,3.6306,4.5252,4.9765,5.8592,4.9813,6.0138,4.1829,4.8449,4.2935,4.5805,4.5375,5.1708,5.5599,4.6304,4.0871,5.5885,4.0256,6.1061,5.1541,5.5924,4.2941,5.0739,4.5274,4.5714,5.4504,4.867,4.7305,5.7614,4.3938,5.2339,3.6468,4.3763,5.2746,5.2618,6.077,5.0641,5.0967,4.6271,3.224
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_327_406_avg_blur2.nii,5.393,5.7833,5.2436,5.2298,4.4844,5.9242,5.1178,5.0424,4.3824,5.4706,5.0626,5.17,4.9334,4.8305,4.3692,3.8534,4.7493,5.344,4.8999,4.4784,4.1192,4.7099,3.9067,4.5933,4.8016,5.8643,4.9067,6.2994,4.1152,4.8736,4.2829,4.7729,4.5136,4.9718,5.5116,4.716,4.1733,5.3361,4.1935,6.0625,5.5264,5.5426,4.5864,4.9164,4.8214,4.9634,5.3784,4.5219,4.7779,5.8951,4.6889,5.1001,3.7821,4.5801,5.0967,5.076,5.7242,4.9617,5.1513,4.6293,3.3575
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_327_407_avg_blur2.nii,5.3616,5.7258,5.207,5.1356,4.3903,5.8053,4.8821,5.0797,4.4027,5.2528,4.808,4.867,4.9596,4.8524,4.4386,3.7822,4.7367,5.2011,5.1445,4.2729,4.234,4.8527,4.0668,5.1824,4.8607,5.4299,4.9516,6.5091,4.0785,4.7131,4.3101,4.6061,4.7157,5.1269,5.2054,4.4356,4.0915,5.3205,4.1885,6.2079,5.4292,5.5414,4.3856,5.036,4.6802,4.7548,5.528,4.684,4.993,5.6493,4.4047,5.4571,3.6897,4.7696,5.385,5.5953,6.2566,5.2466,5.2207,4.4363,3.0071
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_330_405_avg_blur2.nii,5.3892,5.9374,5.3228,5.1206,4.486,6.1398,5.1466,5.0925,4.2994,5.4321,5.099,5.0227,5.0564,4.7285,4.4685,3.8822,4.8399,5.5746,5.1161,4.1856,4.2838,4.9798,3.9811,4.7874,4.7278,5.8797,5.1189,6.2017,4.2158,4.8369,4.39,4.5649,4.5582,4.9668,5.2432,4.5357,4.0958,5.4624,4.182,6.3935,5.7245,5.4875,4.7041,4.7868,4.7211,4.654,5.462,4.5241,4.9038,5.7119,4.25,5.0228,3.8286,4.7088,4.9249,5.1491,5.7909,4.8972,5.2754,4.7969,3.1632
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_333_390_avg_blur2.nii,5.2049,5.6028,5.0661,4.975,4.4885,5.7023,5.1029,5.0514,4.2184,5.3271,5.0112,4.7825,5.0461,4.751,4.2482,3.6858,4.6645,5.2338,4.869,4.2928,4.1232,4.7166,3.5755,4.5303,4.7416,5.5555,5.2919,6.0158,3.9227,4.7196,4.2621,4.6772,4.5301,4.9013,5.2468,4.4418,3.9713,5.2454,3.9322,6.4066,5.1527,5.3868,4.6752,4.7252,4.7605,4.8975,5.7154,4.5771,4.9286,5.6227,4.6774,5.2727,4.1288,4.3362,5.2326,5.5052,6.0419,5.3028,5.2316,4.9095,3.6871
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_334_404_avg_blur2.nii,5.2976,5.5935,5.3686,5.3029,4.5291,5.7651,5.0728,4.9518,4.4725,5.3796,4.8785,5.0645,5.0572,5.0992,4.7032,4.1637,4.9349,5.4503,5.0975,4.5416,4.3314,5.2053,4.2698,4.6389,4.9654,5.7114,5.1954,5.6604,4.3495,5.1055,4.5701,4.5232,4.6409,5.0478,5.4445,4.619,4.2467,5.5646,4.2763,6.0053,5.3076,5.431,4.5544,4.8788,4.7101,4.7185,5.4265,4.4087,4.8686,5.2644,4.6284,5.2481,3.9509,4.5103,5.2305,4.6662,5.6289,5.2173,5.1567,4.5603,3.494
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_336_408_avg_blur2.nii,5.1138,5.4023,4.9572,5.0251,4.1988,5.5213,5.0394,4.843,4.3429,5.2683,4.9682,4.9048,4.8135,4.7038,4.3198,3.6956,4.5975,5.2871,4.907,4.2706,3.9747,4.5449,3.8386,4.5096,4.6537,5.9971,4.8775,5.9456,4.0066,4.4886,4.1275,4.5175,4.47,4.9769,5.2432,4.6537,4.098,5.6148,3.902,5.8292,5.3406,5.329,4.5218,4.7948,4.7522,4.6284,5.6365,5.1354,4.7606,5.7704,4.8505,5.5176,3.8715,5.0291,5.4307,5.3693,6.1333,5.2275,5.3051,5.1246,3.4592
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_344_402_avg_blur2.nii,5.6035,5.8501,5.7363,5.3718,4.4212,6.1979,4.9913,5.1073,4.5052,5.5634,4.928,5.1246,5.1192,5.1372,4.4249,3.9291,4.7969,5.4443,5.2786,4.4529,4.2022,5.1502,3.9803,4.619,5.1208,6.0011,5.0838,6.4974,4.1319,4.812,4.536,4.598,4.6288,5.1226,5.3908,4.5784,4.0327,5.4911,4.1256,6.4332,5.3782,5.6344,4.5086,5.2094,4.6963,4.7451,5.2685,4.5999,4.6282,5.8086,4.5175,5.3083,3.7588,4.4949,5.2136,5.3173,5.4843,4.8215,5.046,4.5636,3.3531
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_347_360_avg_blur2.nii,5.412,5.7506,5.3381,5.1298,4.5551,5.7532,5.0336,4.902,4.365,5.2536,4.8133,5.1851,4.7195,5.0396,4.5337,4.0374,4.8237,5.3804,5.0208,4.4217,4.2751,4.944,3.931,4.8718,4.8392,5.5793,5.0197,6.5823,4.175,4.9123,4.2604,4.5646,4.444,5.073,5.4032,4.5301,4.2587,5.4013,4.1752,6.0848,5.1899,5.5157,4.3453,5.1011,4.5362,4.757,5.5433,4.2491,4.6696,5.786,4.3137,5.2574,3.5934,4.3004,5.4501,5.268,6.3857,5.456,5.0915,5.0146,3.0425
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_347_401_avg_blur2.nii,5.3011,5.7545,5.2234,5.0233,4.2404,5.9729,4.9079,4.7839,4.257,5.2828,4.7105,4.742,4.7349,4.7629,4.1524,3.8141,4.5683,5.25,5.0659,4.3084,3.9401,5.133,3.6754,4.6218,4.9011,5.5401,4.9111,6.0488,3.9414,4.5689,4.2057,4.5336,4.4296,5.1671,5.3542,4.4327,4.0775,5.3163,3.8589,6.1323,5.2223,5.3463,4.3628,5.0244,4.3728,4.4292,5.5095,4.8683,4.793,5.9924,4.6484,5.6015,3.9574,4.8512,5.3633,5.5057,5.78,5.3146,5.079,4.8086,3.5805
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_349_396_avg_blur2.nii,5.1307,5.5657,5.0933,5.0328,4.1363,5.674,4.7901,4.8303,4.1816,5.1689,4.6759,4.9979,4.8243,4.7924,4.5124,3.637,4.5934,5.1482,4.8556,4.1229,4.0207,4.65,3.7634,4.6897,4.6911,5.4382,4.85,6.639,4.2017,4.6563,4.0578,4.5043,4.5448,4.8631,5.0231,4.2012,4.2144,5.1303,3.7672,5.6282,5.1177,5.524,4.4178,4.9426,4.307,4.4025,5.826,4.7374,4.8577,6.1567,4.5723,5.6918,3.9276,4.7799,5.4415,5.6785,6.5463,5.5777,5.3526,4.6884,3.3789
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_65_384_avg_blur2.nii ,5.3064,5.6687,5.395,5.2499,4.5642,5.7144,5.0061,5.0211,4.3836,5.3938,4.8652,5.089,5.0229,4.8611,4.5529,3.9405,4.8914,5.4111,5.0623,4.5255,4.2793,5.2694,3.9753,4.8061,4.8048,5.7083,4.9542,6.111,4.2655,4.8723,4.3932,4.6346,4.7126,5.0454,5.2125,4.4752,4.2459,5.5207,4.4483,6.2548,5.1906,5.4811,4.3612,4.9923,4.8181,4.9095,5.3949,4.6336,4.6532,5.3275,4.6007,5.351,3.7521,4.6155,5.2502,5.4632,6.1794,5.1662,4.8317,4.6822,3.3489
/Volumes/Scratch/NORS/pet_mean/toTemplate_T1ToD_pet_97_385_avg_blur2.nii ,5.3383,5.7133,5.2576,5.1176,4.3577,5.983,4.6734,5.0462,4.4598,5.3129,4.6725,4.9587,4.7396,4.8121,4.2455,3.7393,4.7666,5.0239,5.1945,4.4589,4.2831,4.8296,3.9063,4.7038,4.773,5.6355,4.84,6.1835,4.0577,4.8342,4.2901,4.4671,4.4213,4.9568,5.2612,4.3076,4.0997,5.3844,3.9167,5.9964,5.1043,5.497,4.2702,4.9381,4.8186,4.5012,5.4992,4.8396,4.7734,5.8718,4.5274,5.349,3.7157,4.5138,5.4784,5.5257,5.9919,5.3039,5.0939,4.4748,3.1387
